0	2.14E+05
0.25	3.45E+05
0.5	2.02E+05
0.75	7.15E+04
1	-34367
1.25	-1.08E+05
1.5	-1.60E+05
1.75	-1.74E+05
2	-1.58E+05
2.25	-1.34E+05
2.5	-1.09E+05
2.75	-77910
3	-42455
3.25	-11562
3.5	8570.9
3.75	18992
4	24308
4.25	27424
4.5	27610
4.75	23933
5	17270
5.25	10225
5.5	5079.7
5.75	2349.4
6	742.18
6.25	-865.09
6.5	-2355.1
6.75	-2793.4
7	-1859.7
7.25	-228.16
7.5	1038.8
7.75	1568.3
8	1664.1
8.25	1833.1
8.5	2176.4
8.75	2460.3
9	2369.6
9.25	1939
9.5	1418.5
9.75	1065.2
10	881.03
10.25	758.41
